CUE Anexo|Jardín maternal|Inicial|Primaria|Secundaria|Secundaria Técnica (INET)|Superior no Universitario|Superior No Universitario (INET)
860095200|||X||||
860095300||X|X||||
860095500|||X||||
860095600|||X||||
860095700|||X||||
860095800|||X||||
860095900||X|X||||
860096000|||X||||
860096100|||X||||
860096200||||||X|
860096300||X|X||||
860096400||||X|||
860096500||X|X||||
860096600||X|X||||
860096700|||||||
860096800||X|||||
860096900||X|||||
860097000|||X||||
860097100|||X||||
860097200|||X||||
860097300|||X||||
860097400||X|X||||
860097500||X|X||||
860097600||X|X||||
860097700|||X||||
860098300|||||||
860098400|||||||
860098700|||X||||
860098800|||X||||
860098900|||X||||
860099000||X|X||||
860099100|||X||||
860099200||X|X||||
860099300|||X||||
860099400|||||||
860099500||X|X|X|||
860099600||X|X||||
860099700||X|X||||
860099800|||X||||
860099900|||X||||
860100000||X|X||||
860100100||X|X||||
860100300|||||||
860100400||X|X||||
860100500||X|X||||
860100600||X|X||||
860100700||X|X||||
860100800||X|X||||
860100900||X|X||||
860101000||X|X||||
860101100||X|X||||
860101200||X|X||||
860101300||X|X||||
860101400||||X|||
860101500||X|X||||
860101600||X|X||||
860101700||X|X||||
860101800||X|||||
860101900|||X||||
860102000||X|X||||
860102100||||X|||
860102101||||X|||
860102102||||X|||
860102103||||X|||
860102104||||X|||
860102108||||X|||
860102109||||X|||
860102110||||X|||
860102112||||X|||
860102300||X|X||||
860102400|||X||||
860102500||X|X||||
860102600||X|X||||
860102700||X|X|X|||
860102800||X|X||||
860103000|||X||||
860103100||X|X||||
860103200||X|X||||
860103300|||X||||
860103400||X|X||||
860103500||X|X||||
860103700||X|X||||
860103800||X|X||||
860103900||X|X||||
860104000||X|X||||
860104100||X|X||||
860104200||X|X||||
860104300||X|X||||
860104400||X|X||||
860104500||X|X||||
860104600||X|X||||
860104700|||X||||
860104800||X|X||||
860105100|||||||
860105200||X|X||||
860105300|||||||
860105500||X|X||||
860106100|||||||
860106500||X|X||||
860106600||X|X||||
860106700||X|X||||
860106800|||X||||
860106900||X|X||||
860107000||X|X||||
860107200||X|X|X|||
860107300|||X||||
860107400||X|X||||
860107500||X|||||
860107600||X|||||
860107700|||X||||
860107800||||X|||
860107801||||X|||
860107802||||X|||
860107804||||X|||
860107805||||X|||
860107900||X|X|X|||
860108000|||X||||
860108100||X|X||||
860108200||X|X||||
860108300||X|X||||
860108400||X|X||||
860108500|||X|X|||
860108700|||X||||
860108800||X|X|X||X|
860108900||||X||X|
860109000||X|||||
860109100||||X|||
860109200||X|X||||
860109300||X|X||||
860109400|||X||||
860109500||||X|||
860109600|||X||||
860109700||X|X||||
860109800||X|X||||
860109900||X|X||||
860110000|||X||||
860110200||||X|||
860110300||||X|||
860110400||||||X|
860110600|||X||||
860110700||||||X|
860110800||||X|X||
860110900||X|||||
860111000||X|||||
860111100|||X||||
860111200||||X|X||
860111300||X|X|X|||
860111400|||X||||
860111500|||||||
860111600||X|X|X||X|
860111700||||X|X||
860111800||X|X|X||X|
860111900||||X|X||
860112000||X|X|X|||
860112100||||X|||
860112200|||X||||
860112300||X|||||
860112400|||||||
860112500|||||||
860112600|||X||||
860112700|||X||||
860112800|||||||
860112900|||X||||
860113000|||X||||
860113100|||X||||
860113200|||X||||
860113300||X|X||||
860113400||||X|||
860113500|||X||||
860113600||X|X||||
860113700||X|X||||
860113800|||X||||
860113900|||||||
860114000|||||||
860114100||X|X|X||X|
860114200|||X|X|||
860114300||||X|||
860114400||X|||||
860114500|||X||||
860114600|||X||||
860114700||X|||||
860114800||X|||||
860114900|||||||
860115000|||||||
860115200|||X||||
860115300||X|||||
860115400||X|||||
860115500||X|||||
860115700||X|||||
860115800||X|X|X|||
860115900|||X||||
860116000||X|X||||
860116100|||||||
860116200|||||||
860116300|||X|X|||
860116400||X|X||||
860116500||X|X|X|||
860116600||||X|||
860116700||X|X||||
860116800|||||||
860116900||||||X|
860117000|||X|X|||
860117200||X|X||||
860117300||X|X||||
860117400||||X|||
860117600||X|X||||
860117700||X|X||||
860117800|||X||||
860117900||||X|||
860118000||X|X||||
860118100||X|X||||
860118200||X|X||||
860118300||||X|X||
860118400|||X||||
860118500||X|X|X|||
860118600|||X|X|||
860118700||X|X|X|||
860118800||X|X||||
860118900|||X||||
860119000||||||X|X
860119100||||X|||
860119200|||X|X|||
860119300|||X||||
860119400|||X||||
860119500||X|X||||
860119600|||X||||
860119700||X|||||
860119800|||X||||
860119900||X|X||||
860120000||||X|||
860120100|||X||||
860120200||X|X||||
860120300||X|X||||
860120400||||X|||
860120401||||X|||
860120402||||X|||
860120403||||X|||
860120404||||X|||
860120405||||X|||
860120406||||X|||
860120500|||X||||
860120600|||X||||
860120700|||X||||
860120800||X|X||||
860120900||||X|||
860121000|||X||||
860121100|||X||||
860121200|||X||||
860121300||||X|||
860121400|||||||
860121401|||||||
860121500||X|X||||
860121600|||X||||
860121700||X|X||||
860121800||X|X||||
860121900||||X|||
860122000||X|X||||
860122100||X|||||
860122200||X|X||||
860122300||X|||||
860122400||X|||||
860122500||X|||||
860122600||X|||||
860122700||X|||||
860122800|||||||
860123100|||X||||
860123300||X|X||||
860123400||||||X|
860123500|||||||
860123600||||X|X||
860123800||X|X|X|||
860124000||||||X|
860124100||||||X|
860124200||||||X|
860124300|||X||||
860124400|||X||||
860124500||X|X||||
860124600||||X|||
860124700|||X||||
860124800||X|X||||
860124900|||X||||
860125000||X|X||||
860125100||X|X||||
860125200||X|X||||
860125300||X|X||||
860125400|||X||||
860125500||X|X||||
860125600||X|X||||
860125700||||X|||
860125800|||X|X||X|
860125900||||X||X|
860126000||||X|X||
860126100||||X|||
860126200|||X||||
860126300|||X|X|||
860126400|||X||||
860126500||X|X|X||X|
860126501||X|||||
860126600|||X||||
860126700||X|X|X|||
860126800|||X||||
860126900||X|X|X|||
860127000|||X||||
860127100||||X|X||
860127200|||X||||
860127300||||X|||
860127400|||X||||
860127500||X|X||||
860127600||X|X||||
860127700|||||||
860127800||X|||||
860127900|||X||||
860128300||X|X||||
860128400|||||||
860128500|||X||||
860128600|||X||||
860128700||||X|||
860128800||X|||||
860128900||X|||||
860129000||X|||||
860129100|||||||
860129200|||||||
860129300|||||||
860129400|||||||
860129500||||||X|
860129600|||||||
860129700||||X|||
860129800||||X|||
860129900||||X|||
860130100||X|X||||
860130200||X|X||||
860130300||X|X||||
860130400||X|X||||
860130500||||X|||
860130600||X|X||||
860130700||X|X||||
860130800||||X|||
860130801||||X|||
860130802||||X|||
860130803||||X|||
860130804||||X|||
860130807||||X|||
860130810||||X|||
860130900||X|X||||
860131000|||X||||
860131100|||X||||
860131200||X|X||||
860131300||||X|||
860131400|||X||||
860131500||||X|||
860131502||||X|||
860131503||||X|||
860131504||||X|||
860131505||||X|||
860131600||||||X|
860131700|||X||||
860131800|||X||||
860131900|||X||||
860132000||||X|||
860132100|||X||||
860132300||X|X||||
860132400||||X|||
860132500||X|X||||
860132600|||X||||
860132700||X|X||||
860132800||X|||||
860132900||||X|||
860133000|||||||
860133100||||X|X||
860133300||||X|X||
860133400|||X||||
860133500||||X|||
860133600||||X|||
860133601||||X|||
860133602||||X|||
860133603||||X|||
860133604||||X|||
860133700||X|X|X|||
860133800||X|X||||
860133900|||X||||
860134000||X|X||||
860134100|||X||||
860134200|||X||||
860134300|||X||||
860134400||||X|||
860134500||X|||||
860134600|||X||||
860134700|||X||||
860134800|||||||
860134900||X|X||||
860135100|||||||
860135200||||X|||
860135300|||X||||
860135400||||X|||
860135500||||X|||
860135600||X|X|X|||
860135700|||X||||
860135800||X|||||
860135900||X|||||
860136000||X|||||
860136100||X|||||
860136200|||X||||
860136300|||X||||
860136400||X|||||
860136500||X|X||||
860136600||X|X||||
860136700||X|X||||
860136800||X|X|X|||
860136900||X|X||||
860137000|||X||||
860137100|||||||
860137200|||X||||
860137300||||X|||
860137400||X|X||||
860137500|||X||||
860137600||X|X||||
860137700||X|X||||
860137800||||||X|
860137900|||X||||
860138000|||X||||
860138100||X|X||||
860138200|||X||||
860138300||X|X||||
860138400||X|X||||
860138500||X|X||||
860138600||X|X||||
860138700||||X|||
860138800|||X||||
860138900||X|||||
860139000||X|||||
860139100||X|||||
860139200||X|||||
860139300|||||||
860139400||||X|||
860139500||||X|||
860139600|||X||||
860139700||||X|||
860139800|||X||||
860139900||||X|||
860140000|||X||||
860140100|||X||||
860140300|||X||||
860140400||X|X||||
860140500|||X||||
860140600||X|X|X|||
860140601|||X||||
860140700|||X||||
860140800||||X|X||
860140900||X|X||||
860141000||X|X||||
860141100||X|X||||
860141200|||X||||
860141300||||X|X||
860141400||||||X|
860141401||||||X|
860141500||X|X||||
860141600||X|X||||
860141700||X|X||||
860141800||X|X|X|||
860142000||X|X||||
860142100||X|X||||
860142200|||||||
860142300||X|X||||
860142500||X|||||
860142501||X|||||
860142502||X|||||
860142503||X|||||
860142504||X|||||
860142600||X|X||||
860142700|||X||||
860142800|||X||||
860142900|||X||||
860143000||X|X||||
860143100||X|X||||
860143200||||X|||
860143202||||X|||
860143203||||X|||
860143204||||X|||
860143205||||X|||
860143206||||X|||
860143207||||X|||
860143208||||X|||
860143209||||X|||
860143210||||X|||
860143211||||X|||
860143300||X|X||||
860143400||X|X||||
860143500||X|X||||
860143600||X|X||||
860143700||X|X||||
860143800||X|X||||
860143900|||X||||
860144000||X|||||
860144100|||X||||
860144200||||X|X||
860144300||X|X||||
860144400||X|X|X|||
860144500||X|X||||
860144600|||X||||
860144700|||X||||
860144800||X|X||||
860144900||X|X||||
860145000||X|X||||
860145100||X|X||||
860145200||X|X||||
860145300||X|X||||
860145400||X|X||||
860145500||X|X|X|||
860145600|||X|X|||
860145700|||X|X|||
860145800||||X|||
860145900||X|X||||
860146000|||X||||
860146100||X|X||||
860146200||X|X||||
860146300||X|X|X|||
860146400||||X|X||
860146402||||X|||
860146404||||X|||
860146405||||X|||
860146406||||X|||
860146407||||X|||
860146500||X|X||||
860146600||X|X|X|||
860146700|||X||||
860146800||X|X||||
860146900||||X|X||
860146901||||X|||
860146902||||X|||
860146903||||X|||
860146904||||X|||
860146905||||X|||
860147000||||||X|
860147100||X|X||||
860147200|||X|X|||
860147300|||X||||
860147400||X|X||||
860147500||X|X||||
860147600||X|X||||
860147800|||X||||
860147900||X|X||||
860148000||X|X||||
860148100||X|X||||
860148200|||X||||
860148300||||X|||
860148301||||X|||
860148302||||X|||
860148303||||X|||
860148400||X|X||||
860148500||X|X||||
860148600||||X|X||
860148700||X|X||||
860148800||||X|X||
860148803||||X|||
860148804||||X|||
860148805||||X|||
860148900|||X||||
860149000||X|X|X|||
860149200||X|X|X|||
860149300||X|X||||
860149400||X|X||||
860149600||X|X||||
860149700|||X||||
860149800||X|X||||
860150000||||||X|
860150100|||||||
860150200|||||||
860150300||||X|||
860150400|||X||||
860150600||||||X|
860150700|||X|X|||
860150701|X|X|||||
860150800|||X||||
860150900||||X|||
860151000||X|X||||
860151100|||X||||
860151200||X|X|X|||
860151300||X|X|X|||
860151400|||X||||
860151500||X|X||||
860151600||X|X|X|||
860151601|||X||||
860151700||X|X||||
860151800||X|X||||
860151900||X|X||||
860152000||X|X||||
860152100||X|X||||
860152101|||X||||
860152200||X|X||||
860152300||||X|||
860152400||||||X|
860152500||X|X||||
860152600|||X||||
860152700|||X||||
860152800|||X||||
860152900||X|X||||
860153000|||X||||
860153100||X|X||||
860153200||X|X||||
860153300||X|X||||
860153400||X|X|X|||
860153500||X|X|X|||
860153600||||X|||
860153602||||X|||
860153800||X|X||||
860153900||X|X||||
860154000||X|X||||
860154100||X|X||||
860154200||||X|||
860154300|||||||
860154400||||X||X|
860154500||X|X||||
860154600||X|X||||
860154700|||X||||
860154800||||X|||
860154900||||X|||
860154902||||X|||
860154903||||X|||
860154904||||X|||
860154906||||X|||
860154907||||X|||
860154908||||X|||
860155000||X|X||||
860155100||X|X||||
860155200||X|X||||
860155300||X|X||||
860155400|||||||
860155500|||X||||
860155600||||X|||
860155700||||X|X||
860155800||X|X|X|||
860155900||||||X|X
860156000||||X|||
860156100||X|X|X|||
860156200|||X||||
860156300|||||||
860156400|||||||
860156500||X|X|X|||
860156600||X|||||
860156900||X|||||
860157000||||X|||
860157100||X|X||||
860157200||X|X||||
860157300||||X|||
860157400||X|X||||
860157500||X|X||||
860157700||||||X|
860157800||||||X|
860157900||||||X|X
860158000|||X||||
860158100||X|||||
860158200|||X||||
860158300|X|X|X|X|||
860158400|||||||
860158500||X|X|X|||
860158600||X|X|X|||
860158700||X|X|X||X|
860158800||||X|||
860158900||||||X|
860159300|||||||
860159400|||X||||
860159500||||X|||
860159600|||||||
860159700||||||X|
860159800|||X||||
860159900||X|||||
860160100||X|X||||
860160200||X|X||||
860160300||X|X||||
860160400||X|X||||
860160500||X|X||||
860160600||X|X||||
860160700||X|X||||
860160800||X|X||||
860160900||X|X|X|||
860161000|||X||||
860161100||X|X||||
860161200||X|X||||
860161300||X|X||||
860161400||X|X||||
860161500||X|X||||
860161600||X|X||||
860161700||X|X||||
860161900||X|X||||
860162000||X|||||
860162300|||||||
860162400||X|||||
860162500|||||||
860162600||X|X||||
860162700||||X|||
860162701||||X|||
860162704||||X|||
860162800|||X||||
860162801||X|X||||
860162900|||X||||
860163000||||||X|
860163100||||X|||
860163200||||X|||
860163300|||||||
860163400|||X||||
860163500|||X||||
860163600||||X|||
860163700||X|X||||
860163800||X|X|X|||
860163900|||X||||
860164000|||X||||
860164200|||||||
860164300|||X||||
860164400|||X||||
860164500||||X|||
860164600|||X||||
860164700|||X||||
860164800||X|X||||
860164900||||X|||
860165000||||X|||
860165100||X|X||||
860165200||X|X||||
860165300|||X||||
860165400||||||X|
860165500||X|X||||
860165600||X|X||||
860165700||X|X|X|||
860165800||||X|X||
860165801||||X|||
860165802||||X|||
860165900||X|X||||
860166000||X|X||||
860166100||X|X||||
860166200|||X||||
860166300||X|X||||
860166400||X|X||||
860166500||X|X||||
860166600|||X||||
860166700||X|||||
860166800|||X||||
860166900|||||||
860167000|||X||||
860167100||||X|X||
860167101||||X|||
860167106||||X|||
860167107||||X|||
860167108||||X|||
860167200|||X||||
860167300||X|X||||
860167400||X|X||||
860167600|||||||
860167700|||X||||
860167800||X|||||
860167900||X|X||||
860168000||X|X|X|||
860168100|||||||
860168300|||X||||
860168400||X|X||||
860168500||X|X||||
860168600||X|X||||
860168700||X|X||||
860168800||X|X||||
860168900|||X||||
860169000||||||X|
860169100||X|X||||
860169200|||||||
860169300||X|X||||
860169400|||X||||
860169700||X|X||||
860169800||||X|||
860169900|||X||||
860170100||X|X|X|||
860170300|X|X|||||
860170800||X|X|X||X|
860171000||X|X|X|||
860171200|||X|X|||
860171300||X|X||||
860171400|||X||||
860171500||X|X||||
860171600|||X||||
860171700||X|X||||
860171800|||X||||
860171900||X|X||||
860172000||X|X||||
860172100|||X||||
860172101|||X||||
860172200|||X||||
860172300|||X||||
860172400|||X||||
860172500||X|X||||
860172600|||X||||
860172800||X|X||||
860173000|||||||
860173100||X|X||||
860173300||X|X||||
860173500|||||||
860173600|||||||
860173900|||||||
860174100|||||||
860174200|||||||
860174400|||X||||
860174500|||X||||
860174600||X|X||||
860174800|||||||
860175000||||X|||
860175100|X|X|||||
860175200||X|||||
860175400||X|X||||
860175500||X|X||||
860175600||X|X||||
860175700||||X|X||
860175800||X|X||||
860175900|X|X|||||
860176000|||||||
860176100|||||||
860176200|||||||
860176400|||||||
860176600|||||||
860176700|||||||
860176900|||||||
860177100|||||||
860177200|||||||
860177300|||||||
860177400|||||||
860177600|||||||
860177900|||||||
860178000|||||||
860178100|||||||
860178200|||||||
860178300|||||||
860178400|||||||
860178500|||||||
860178600|||||||
860178700|||||||
860179000|||||||
860179300|||||||
860179400|||||||
860179500|||||||
860180100|||||||
860180200|||||||
860180400|||||||
860180900|||||||
860180904|||||||
860181000|||||||
860181100|||||||
860181200|||||||
860181300|||||||
860181400|||||||
860181500|||||||
860181600|||||||
860181700|||||||
860181800|||||||
860181900|||||||
860182000|||||||
860182100|||||||
860182200|||||||
860182201|||||||
860182300|||||||
860182400|||||||
860182500|||||||
860182600|||||||
860182700|||||||
860182800|||||||
860182900|||||||
860183000|||||||
860183100|||||||
860183200|||||||
860183300|||||||
860183400|||||||
860183500|||||||
860183600|||||||
860184000|||||||
860184100|||||||
860184200|||||||
860184300||||X|||
860184400||||X|||
860184600|||X||||
860184700||||||X|
860184701||||||X|
860184800|||||||
860184900|||||||
860185000|||||||
860185100||||X|||
860185200||||X|||
860185300||||||X|X
860185500||||||X|
860185600||||||X|X
860185800|||||||
860186000|||X||||
860186300|||||||
860186500||X|X||||
860186600|||X||||
860186700|||||||
860186800|||||||
860186900||X|X||||
860187000||X|||||
860187100|||||||
860187300|X|X|X|X|||
860187500|||||||
860187600||X|X|X||X|X
860187601|||||||
860187602|||||||
860187603|||||||
860187604|||||||
860187605|||||||
860187606|||||||
860187607|||||||
860187608|||||||
860187609|||||||
860187610|||||||
860188100|||||||
860188200||X|||||
860188300||X|||||
860188400||X|||||
860188500||X|||||
860188600||X|||||
860188700||X|||||
860188800||X|||||
860188900||X|||||
860189000||X|||||
860189100||X|||||
860189200||X|||||
860189300||X|||||
860189400||X|||||
860189500||||X|X||
860189502||||X|||
860189503||||X|||
860189504||||X|||
860189505||||X|||
860189506||||X|||
860189600|X|X|||||
860189700|X|X|X|X|||
860189900||||||X|
860190000||X|||||
860190100|||||||
860190101|||||||
860190102|||||||
860190103|||||||
860190200||X|X|X|||
860190300|X|X|||||
860190400|||||||
860190500||X|X||||
860190700|X|X|X|X|||
860190900|X|X|X|X|||
860191000||X|X|X|||
860191100||X|X||||
860191200|||X||||
860191400|||X||||
860191600||X|||||
860191601|||X||||
860191602||||X|||
860192000||X|||||
860192100||||X|||
860192102||||X|||
860192103||||X|||
860192104||||X|||
860192106||||X|||
860192107||||X|||
860192108||||X|||
860192109||||X|||
860192110||||X|||
860192111||||X|||
860192112||||X|||
860192113||||X|||
860192200||X|||||
860192300||X|||||
860192400||X|||||
860192500||X|||||
860192600||X|||||
860192700||X|||||
860192800||X|||||
860192900||X|||||
860193000||X|||||
860193100||X|||||
860193200||X|||||
860193300||X|||||
860193400||X|||||
860193500||X|||||
860193600|||X||||
860193700||||||X|
860193800||||X|||
860193801||||X|||
860193802||||X|||
860193803||||X|||
860193804||||X|||
860193806||||X|||
860193807||||X|||
860193808||||X|||
860193900|||||||
860194000|||||||
860194100|||||||
860194300|||X||||
860194400|||X||||
860194500|||||||
860194600|||||||
860194800|||||||
860194900|||||||
860195100|||||||
860195200|||||||
860195300|||||||
860195400|||||||
860195500|||||||
860195700|||||||
860195800|||||||
860195900|||||||
860196000|||||||
860196100|||||||
860196200|||||||
860196300|||||||
860196400|||||||
860196500|||||||
860196600||||X|||
860196700||||X|||
860196800||||X|||
860196801||||X|||
860196802||||X|||
860196804||||X|||
860196805||||X|||
860196806||||X|||
860196810||||X|||
860196900||||X|X||
860196901||||X|||
860196902||||X|||
860196903||||X|||
860196904||||X|||
860196905||||X|||
860197000||||X|||
860197100||||X|||
860197200||||X|||
860197201||||X|||
860197202||||X|||
860197300||||X|||
860197303||||X|||
860197305||||X|||
860197306||||X|||
860197307||||X|||
860197308||||X|||
860197309||||X|||
860197311||||X|||
860197312||||X|||
860197400||||X|||
860197600||||X|||
860197602||||X|||
860197603||||X|||
860197604||||X|||
860197605||||X|||
860197700||||X|||
860197701||||X|||
860197702||||X|||
860197703||||X|||
860197704||||X|||
860197800||||X|||
860197900||||X|||
860198000||||X|||
860198002||||X|||
860198003||||X|||
860198004||||X|||
860198100||||X|||
860198102||||X|||
860198103||||X|||
860198104||||X|||
860198105||||X|||
860198200||||X|||
860198202||||X|||
860198203||||X|||
860198204||||X|||
860198205||||X|||
860198206||||X|||
860198207||||X|||
860198208||||X|||
860198209||||X|||
860198210||||X|||
860198300||||X|||
860198400||||X|||
860198500||||X|||
860198503||||X|||
860198504||||X|||
860198505||||X|||
860198600||X|||||
860198700||X|||||
860198800||X|||||
860198900||X|||||
860199000||X|||||
860199100|||X||||
860199200||X|||||
860199300||X|||||
860199400||X|||||
860199500||X|||||
860199600||X|||||
860199700||X|||||
860199800||X|||||
860199900||X|||||
860200000||X|||||
860200100||X|||||
860200200||X|||||
860200300||X|||||
860200400|||X||||
860200600||X|||||
860200800||X|||||
860200900||X|||||
860201000||X|||||
860201100||X|||||
860201200||X|||||
860201300||X|||||
860201400||X|||||
860201500||X|||||
860201600|||||||
860202000||X|X||||
860202100||X|||||
860202200||X|||||
860202300||X|||||
860202400||X|X||||
860202500||X|||||
860202600||X|X||||
860202800|||||||
860202900|||X||||
860203000|||||||
860203100|||||||
860203500|||||||
860203600|||||||
860203700|||||||
860204500|||||||
860204600|||||||
860204700|||||||
860204800|||||||
860204900|||||||
860205100|||||||
860205200|||||||
860205300|||||||
860205600||||X|X||
860205700||X|||||
860205800|||||||
860205900||||||X|
860206000||||X|||
860206100|||X||||
860206200|||X||||
860206300||X|||||
860206400||X|||||
860206500||||X|||
860206501||||X|||
860206502||||X|||
860206503||||X|||
860206504||||X|||
860206506||||X|||
860206600||X|X|X|||
860206700||X|||||
860206800||X|||||
860206900||X|||||
860207000||X|||||
860207100||X|||||
860207200||X|||||
860207300||X|||||
860207400||X|||||
860207500||X|||||
860207600|||||||
860207601|||||||
860207700||X|||||
860207800|||||||
860207900|||||||
860208000|||||||
860208100||X|||||
860208200||||X|||
860208201||||X|||
860208202||||X|||
860208203||||X|||
860208204||||X|||
860208205||||X|||
860208206||||X|||
860208207||||X|||
860208209||||X|||
860208210||||X|||
860208211||||X|||
860208212||||X|||
860208213||||X|||
860208300|||X||||
860208400||X|||||
860208500||X|||||
860208600||X|||||
860208800||X|||||
860208900||||X|||
860208902||||X|||
860208903||||X|||
860208904||||X|||
860208905||||X|||
860208906||||X|||
860208907||||X|||
860208908||||X|||
860208909||||X|||
860208912||||X|||
860209000||X|||||
860209100||X|||||
860209200||X|||||
860209300|||||||
860209400|||||||
860209600|||||||
860209700|||||||
860210000|||||||
860210100|||||||
860210200|||||||
860210300|||||||
860210400|||||||
860210500||||X|||
860210501||||X|||
860210502||||X|||
860210503||||X|||
860210504||||X|||
860210505||||X|||
860210506||||X|||
860210507||||X|||
860210508||||X|||
860210510||||X|||
860210600|||||||
860210700||X|||||
860210800||||X|||
860210801||||X|||
860210802||||X|||
860210803||||X|||
860210804||||X|||
860210805||||X|||
860210806||||X|||
860210900||X|X|X|||
860211100||||X|||
860211102||||X|||
860211104||||X|||
860211105||||X|||
860211200||||X|||
860211201||||X|||
860211202||||X|||
860211203||||X|||
860211204||||X|||
860211300||||||X|
860211400|||||||
860211500|||||||
860211600|||||||
860211700|||||||
860211900|||||||
860212000|||||||
860212400||X|||||
860212700||X|||||
860212800||||X|||
860212801||||X|||
860212900||X|||||
860213000||||X|||
860213001||||X|||
860213002||||X|||
860213003||||X|||
860213004||||X|||
860213100||||X|||
860213101||||X|||
860213102||||X|||
860213103||||X|||
860213104||||X|||
860213105||||X|||
860213200||||X|||
860213202||||X|||
860213203||||X|||
860213204||||X|||
860213205||||X|||
860213300||X|||||
860213400||||X|||
860213401||||X|||
860213402||||X|||
860213403||||X|||
860213404||||X|||
860213405||||X|||
860213406||||X|||
860213407||||X|||
860213500||||X|||
860213501||||X|||
860213502||||X|||
860213600||||X|||
860213601||||X|||
860213602||||X|||
860213603||||X|||
860213605||||X|||
860213700||||X|||
860213701||||X|||
860213702||||X|||
860213703||||X|||
860213704||||X|||
860213705||||X|||
860213706||||X|||
860213800||||X|||
860213801||||X|||
860213802||||X|||
860213803||||X|||
860213804||||X|||
860213805||||X|||
860213900||||X|||
860213901||||X|||
860213902||||X|||
860213903||||X|||
860213904||||X|||
860213905||||X|||
860213906||||X|||
860213907||||X|||
860213908||||X|||
860214000||||X|||
860214001||||X|||
860214002||||X|||
860214003||||X|||
860214004||||X|||
860214005||||X|||
860214006||||X|||
860214007||||X|||
860214100|||X||||
860214200||||X|||
860214201||||X|||
860214202||||X|||
860214203||||X|||
860214204||||X|||
860214205||||X|||
860214206||||X|||
860214207||||X|||
860214300||X|||||
860214400||X|X||||
860214500||||X|||
860214501||||X|||
860214502||||X|||
860214504||||X|||
860214506||||X|||
860214507||||X|||
860214508||||X|||
860214509||||X|||
860214510||||X|||
860214511||||X|||
860214512||||X|||
860214513||||X|||
860214514||||X|||
860214515||||X|||
860214516||||X|||
860214517||||X|||
860214600||||X|||
860214601||||X|||
860214603||||X|||
860214604||||X|||
860214605||||X|||
860214606||||X|||
860214700||||X|||
860214703||||X|||
860214704||||X|||
860214706||||X|||
860214800||||X|||
860214802||||X|||
860214803||||X|||
860214900||||X|||
860214901||||X|||
860214902||||X|||
860214903||||X|||
860214904||||X|||
860215000||X|||||
860215100||||X|||
860215101||||X|||
860215102||||X|||
860215103||||X|||
860215104||||X|||
860215105||||X|||
860215200||||X|||
860215201||||X|||
860215202||||X|||
860215203||||X|||
860215204||||X|||
860215205||||X|||
860215300||||X|||
860215301||||X|||
860215302||||X|||
860215303||||X|||
860215304||||X|||
860215305||||X|||
860215306||||X|||
860215307||||X|||
860215400||||X|||
860215500||X|||||
860215600||X|||||
860215700||X|||||
860215800|||X||||
860215900||X|||||
860216000||X|||||
860216100||X|||||
860216200||X|||||
860216300||X|||||
860216400||X|||||
860216500|||||||
860216600||||X|||
860216601||||X|||
860216602||||X|||
860216603||||X|||
860216604||||X|||
860216605||||X|||
860216700||||X|||
860216701||||X|||
860216702||||X|||
860216704||||X|||
860216705||||X|||
860216706||||X|||
860216707||||X|||
860216708||||X|||
860216709||||X|||
860216710||||X|||
860216711||||X|||
860216713||||X|||
860216800||||X|||
860216801||||X|||
860216803||||X|||
860216805||||X|||
860216806||||X|||
860216900||X|||||
860217000||X|||||
860217100|||||||
860217200|||||||
860217500|||||||
860217600|||||||
860217700|||||||
860217800|||||||
860217900|||||||
860218000||X|X||||
860218100|||||||
860218200||X|||||
860218300|||X||||
860218400||||||X|
860218500||X|||||
860218600||||||X|
860218700||X|||||
860218800||||||X|
860218900|||X||||
860219000|||X||||
860219100||||X|||
860219200||||X|||
860219201||||X|||
860219202||||X|||
860219203||||X|||
860219300||||X|||
860219301||||X|||
860219302||||X|||
860219303||||X|||
860219304||||X|||
860219305||||X|||
860219306||||X|||
860219400||||||X|
860219401||||||X|
860219500|||||||
860219600||X|X|X|||
860219800|||||||
860219900|||||||
860220000||||||X|X
860220100||X|||||
860220200||X|||||
860220300||X|||||
860220400||X|||||
860220600||||||X|
860220700|||||||
860220800||X|||||
860220900||X|||||
860221000||X|||||
860221100||X|||||
860221200||X|||||
860221300||X|||||
860221400||X|||||
860221500||X|||||
860221600||X|||||
860221700||X|||||
860221900|||||||
860222000||X|||||
860222100|||X||||
860222300||||X|||
860222301||||X|||
860222302||||X|||
860222303||||X|||
860222305||||X|||
860222306||||X|||
860222400||X|||||
860222500|X|X|||||
860222600|X||||||
860222700|||||||
860222800|||||||
860222900||||X|||
860222901||||X|||
860222902||||X|||
860222903||||X|||
860222904||||X|||
860222905||||X|||
860222906||||X|||
860222907||||X|||
860222908||||X|||
860222911||||X|||
860223000||||X|||
860223001||||X|||
860223002||||X|||
860223003||||X|||
860223004||||X|||
860223005||||X|||
860223006||||X|||
860223100||||X|||
860223101||||X|||
860223102||||X|||
860223103||||X|||
860223104||||X|||
860223105||||X|||
860223106||||X|||
860223200||||X|||
860223202||||X|||
860223204||||X|||
860223205||||X|||
860223206||||X|||
860223400||||||X|
860223500||||X|||
860223502||||X|||
860223506||||X|||
860223507||||X|||
860223508||||X|||
860223509||||X|||
860223510||||X|||
860223600||||X|||
860223601||||X|||
860223602||||X|||
860223603||||X|||
860223604||||X|||
860223605||||X|||
