CUE Anexo|Ed. Común|Ed. Especial|Ed. Adultos|Ed. Artística|Ed. Hospitalaria Domiciliaria|Ed. Intercultural Bilingüe|Ed. Contexto de Encierro
820451200|X||||||
820451300|X||||||
820451400|X||||||
820451500|X||||||
820451600||X|||||
820451700|X||||||
820451800|X|||X|||
820451900|X||||||
820452000|X||||||
820452001|X||||||
820452100|X||||||
820452200|X||||||
820452300|||X||||
820452400|||||||
820452500|||||||
820452600|||||||
820452700|||||||
820452800|||||||
820452900|||||||
820453000|||||||
820453100|||||||
820453200|||||||
820453300|||||||
820453400|||||||
820453500|||||||
820453600||X|||||
820453700|||X||||
820453800|X||||||
820453900|X||||||
820454000|X||||||
820454100|X||||||
820454200|X||||||
820454300|X||||||
820454400|X||||||
820454500|X||||||
820454600|X||||||
820454700|X||||||
820454800|X||||||
820454900|X||||||
820455000|X||||||
820455100|X||||||
820455200|X||||||
820455300|X||||||
820455400|X||||||
820455500|X||||||
820455600|X||||||
820455700|X||||||
820455701|X||||||
820455702|X||||||
820455800|X||||||
820455801|X||||||
820455802|X||||||
820455900|X||||||
820455901|X||||||
820456000|||X||||
820456100|X||||||
820456200|||X||||
820456201|||X||||
820456300|X||||||
820456400|X||||||
820456500|X||||||
820456600|X||||||
820456700|X||||||
820456800|X||||||
820456900|X||||||
820456901|X||||||
820457000|X||||||
820457100|X||||||
820457200|X||||||
820457400|X||||||
820457500|X||||||
820457600|X||||||
820457800|X||||||
820457900|X||||||
820458000|||X||||
820458100|X||||||
820458200|||X||||
820458300|X||||||
820458500|||||X||
820458600|X||||||
820458700|X||||||
820458800|X||||||
820458900|X||||||
820458901|X||||||
820459000|X||||||
820459100|||X||||
820459200|X||||||
820459300|X||||||
820459400|||X||||
820459500|||X||||
820459700|X||||||
820459800|X||||||
820459900|||||||
820460000|X||||||
820460100|||X||||
820460101|||X||||
820460102|||X||||
820460200|X||||||
820460300|X||||||
820460400|X||||||
820460500|X||||||
820460600|X||||||
820460700|X||||||
820460800|X||||||
820460900|X||||||
820461000|X||||||
820461100|X||||||
820461101|X||||||
820461102|X||||||
820461200|X||||||
820461300|X||||||
820461400|||X||||
820461401|||X||||
820461402|||X||||
820461403|||X||||
820461404|||X||||
820461500|X||||||
820461600|X||||||
820461700|X||||||
820461800|X||X||||
820461900|X||||||
820462000|||X||||
820462100|X||||||
820462200||X|||||
820462300|X||||||
820462400|X||||||
820462500|X||||||
820462600|X||||||
820462800|X||||||
820462900|X||||||
820463000|X||||||
820463100|X||||||
820463200||X|||||
820463300|X||||||
820463400|X||||||
820463500|X||||||
820463600|X||||||
820463700|X||||||
820463800|||X||||
820463801|||X||||
820463802|||X||||
820463900|X||||||
820464000|X||||||
820464100|X||||||
820464200|X||||||
820464300|||X||||
820464400||X|||||
820464500|X||||||
820464600|X||||||
820464800|X||||||
820464900|X||||||
820465000|X||||||
820465100|||X||||
820465200|X||||||
820465300|X||||||
820465400|X||||||
820465500|X||||||
820465600||||X|||
820465700|X||||||
820465800|X||||||
820465900|X||||||
820466000|X||||||
820466100|X||||||
820466200|X||||||
820466300|X||||||
820466400|X||||||
820466700|X||||||
820466800|X||||||
820466801|X||||||
820466802|X||||||
820466900||X|||||
820467000|X||||||
820467100|||X||||
820467200|X||||||
829000100|X||||||
829000300|X||||||
829000400|X||||||
829000500|X||||||
829000600|X||||||
829000800|X||||||
860000100|X||||||
860000300|||X||||
860000400|X||||||
860000500|X||||||
860000600|X||||||
860000700|X||||||
860000800|X||||||
860000900|X||||||
860001000|X||||||
860001100|X||||||
860001200|X||||||
860001300|||X||||
860001400|||X||||
860001600|X||||||
860001800||X|||||
860002000|||X||||
860002300|X||||||
860002500|X||||||
860002600|X||||||
860002700|||X||||
860002800|X||X||||
860002900|X||||||
860003000|||X||||
860003100|X||||||
860003101|X||||||
860003102|X||||||
860003105|X||||||
860003106|X||||||
860003107|X||||||
860003108|X||||||
860003200|X||||||
860003300|X||||||
860003301|X||||||
860003302|X||||||
860003303|X||||||
860003304|X||||||
860003305|X||||||
860003306|X||||||
860003400|X||||||
860003500|X||||||
860003600|X||||||
860003700|X||||||
860003701|X||||||
860003800|X||||||
860003900|X||||||
860004000|X||||||
860004100|X||||||
860004200|X||||||
860004300|X||||||
860004400|X||||||
860004500|X||||||
860004600|X||||||
860004700|X||||||
860004800|X||||||
860004900|X||||||
860005000|X||||||
860005100|X||||||
860005200|X||||||
860005300|X||||||
860005400|X||||||
860005500|X||||||
860005600|X||||||
860005700|X||||||
860005800|X||||||
860005900|X||||||
860006000|X||||||
860006200|X||||||
860006300|X||||||
860006500|X||||||
860006800|X||||||
860006900|X||||||
860007100|||X||||
860007300|||X||||
860007400|X||||||
860007500|X||||||
860007600|||X||||
860007800|||X||||
860007900|X||||||
860008100|X||||||
860008200|X||||||
860008500|X||||||
860008700|X||||||
860008800||X|||||
860008900|||X||||
860009000|X||||||
860009100|X||||||
860009200|X||||||
860009300|X||||||
860009400|||X||||
860009500|X||||||
860009600|X||||||
860009700|X||||||
860009800|X||||||
860009900|X||||||
860010000|X||||||
860010100|X||||||
860010400|X||||||
860010500|X||||||
860010600|X||||||
860010700|X||||||
860010800|X||||||
860010900|X||||||
860011100|X||||||
860011200|X||||||
860011300|X||||||
860011400|X||||||
860011500|X||||||
860011600|X||||||
860011700|X||||||
860011800|X||||||
860011900|X||||||
860012100|X||||||
860012200|X||||||
860012201|X||||||
860012205|X||||||
860012300|X||||||
860012400|X||||||
860012500|X||||||
860012600|X||||||
860012700|X||||||
860012800|X||||||
860012900|X||||||
860013000|X||||||
860013100|||X||||
860013200|||X||||
860013300||X|||||
860013400|X||||||
860013500|X||||||
860013600|X||||||
860013700|X||||||
860013800|X||||||
860013900|X||||||
860014000|X||||||
860014100|X||||||
860014200|X||||||
860014300|X||||||
860014500|X||||||
860014600|X||||||
860014700|X||||||
860014800|X||||||
860015000|X||||||
860015100|X||||||
860015200|X||||||
860015400|X||||||
860015500|X||||||
860015600|X||||||
860015700|X||||||
860015800|X||||||
860015900|X||||||
860016100|X||||||
860016200|X||||||
860016300|X||||||
860016400|X||||||
860016500|X||||||
860016600|X||||||
860016700|X||||||
860016800|X||||||
860016900|X||||||
860017000|X||||||
860017100|X||||||
860017200|X||||||
860017300|X||||||
860017302|X||||||
860017400|X||||||
860017500|X||||||
860017600|X||||||
860017700|X||||||
860017800|X||||||
860017900|X||||||
860018000|X||||||
860018100|X||||||
860018200|X||||||
860018300|X||||||
860018400|X||||||
860018500|X||||||
860018501|X||||||
860018600|X||||||
860018700|X||||||
860018800|X||||||
860018900|X||||||
860019000|X||||||
860019100|X||||||
860019200|X||||||
860019300|X||||||
860019400|X||||||
860019600|X||||||
860019700|X||||||
860019800|X||||||
860020000|X||||||
860020100|X||||||
860020300|X||||||
860020400||X|||||
860020500|X||||||
860020600|X||||||
860020601|X||||||
860020700|X||||||
860020800|X|||||X|
860020900|X||||||
860021000|X||||||
860021100|X||||||
860021200|X||||||
860021300|X||||||
860021400|X||||||
860021500|X||||||
860021600|X||||||
860021700|X||||||
860021800|X||||||
860021900|X||||||
860022000|X||||||
860022100|X||||||
860022200|X||||||
860022300|X||||||
860022400|X||||||
860022500|X||||||
860022600|X||||||
860022601|X||||||
860022700|X||||||
860022800|X||||||
860022900|X||||||
860023000|X||||||
860023100|X||||||
860023200|X||||||
860023300|X||||||
860023400|X||||||
860023500|X||||||
860023600|X||||||
860023700|X||||||
860023800|X||||||
860024000|X||||||
860024100|X||||||
860024200|X||||||
860024300|X||||||
860024400|X||||||
860024500|X||||||
860024600|X||||||
860024700|X||||||
860024800|X||||||
860024900|X||||||
860025000|X||||||
860025100|X||||||
860025200|X||||||
860025300|X||||||
860025400|X||||||
860025500|X||||||
860025600|X||||||
860025700|X||||||
860025800|X||||||
860025900|X||||||
860026000|X|||||X|
860026100|X||||||
860026200|X||||||
860026300|X||||||
860026400|X||||||
860026500|X||||||
860026600|X||||||
860026700|X||||||
860026800|X||||||
860026900|X||||||
860027000|X||X||||
860027005|X||||||
860027007|X||||||
860027100|X||||||
860027200|X||||||
860027300|X||||||
860027500|X||||||
860027600|X||||||
860027700|X||||||
860027800|X||||||
860027900|X||||||
860028000|X||||||
860028200|X||||||
860028300|X||||||
860028400|||X||||
860028600|X||||||
860028700|X||||||
860028800|||X||||
860028900|X||||||
860029000|X||||||
860029100|X||||||
860029200|X||||||
860029300|X||||||
860029500|X||||||
860029600|X||||||
860029700|X||||||
860029800|X||||||
860029900|X||||||
860030000|X||||||
860030100|X||||||
860030200|X||||||
860030300|X||||||
860030400|X||||||
860030500|X||||||
860030600|X||||||
860030700|||X||||
860031000|X||||||
860031300|X||||||
860031400|X||||||
860031500|X||||||
860031600|X||||||
860031800|X||||||
860031900|X||||||
860032100|X||||||
860032200|X||||||
860032300|||X||||
860032301|||X||||
860032302|||X||||
860032303|||X||||
860032400|X||||||
860032500|X||||||
860032600|X||||||
860032700|X||||||
860032800|X||||||
860032900|X|||||X|
860033000|X||||||
860033100|X||||||
860033200|X||||||
860033300|X||||||
860033400|X||||||
860033500|X||||||
860033600|X||||||
860033700|X||||||
860033800|X||||||
860034000|||X||||
860034100|||X||||
860034200|X||||||
860034300|X||||||
860034400|X||||||
860034500|X||||||
860034600|X||||||
860034700|X||||||
860035100|||X||||
860035200|||X||||
860035300|||X||||
860035400|||X||||
860035500|||X||||
860035800|X||||||
860035900|X||||||
860036000|X||||||
860036100|X||||||
860036200|X||||||
860036300|X||||||
860036400|X||||||
860036500||X|||||
860036600|||X||||
860036601|||X||||
860036800|||X||||X
860037000|X||||||
860037100|X||||||
860037200|X||||||
860037300|X||||||
860037400|X||||||
860037600|X||||||
860037800|X||||||
860037900|X||||||
860038000|X||||||
860038100|X||||||
860038200|X||||||
860038300|X||||||
860038400|X||||||
860038500|X||||||
860038600|X||||||
860038700|X||||||
860038800|X||||||
860038900|X||||||
860039000|X||||||
860039100|X||||||
860039300|X||||||
860039400|X|||||X|
860039500|X||||||
860039600|X||||||
860039700|X||||||
860039800|X||||||
860039900|||X||||
860040000|X||||||
860040100|X||||||
860040200|X|||||X|
860040300|X|||||X|
860040400|X|||||X|
860040500|X|||||X|
860040600|X||||||
860040700|X||||||
860040800|X||||||
860040900|X||||||
860041000|X||||||
860041100|X||||||
860041200|X|||||X|
860041300|X||||||
860041400|X|||||X|
860041500|X||||||
860041600|X||||||
860041700|X|||||X|
860041800|||X||||
860041900|||X||||
860042000|X||||||
860042100|X||||||
860042200|X||||||
860042400|X||||||
860042500|X||||||
860042600||||X|||
860042700|X||||||
860042800|X||||||
860042900|||X||||
860043200|||X||||
860043300|X||||||
860043400|X||||||
860043500|X||||||
860043600|X||||||
860043700|X||||||
860043800|X||||||
860043900|X||||||
860044000|||X||||
860044100|X||||||
860044200|X||||||
860044202|X||||||
860044203|X||||||
860044204|X||||||
860044300|X||||||
860044400|X||||||
860044500|X||||||
860044700|||X||||
860044800|||X||||
860044900|X||||||
860045100|X||||||
860045200|X||||||
860045300|X||||||
860045400|X||||||
860045500|X||||||
860045600|X||||||
860045700|X||||||
860045800|X||||||
860046200|||X||||
860046300|X||||||
860046400|X||||||
860046500|X||||||
860046700|X||||||
860046800|X|||||X|
860046900|X||||||
860047000|X||||||
860047100|X||||||
860047200|X||||||
860047300|X||||||
860047400|X||||||
860047500|X||||||
860047600|X||||||
860047700|X||||||
860047800|X||||||
860047900|X||||||
860048000|X||||||
860048100|X||||||
860048200|X||||||
860048201|X||||||
860048202|X||||||
860048203|X||||||
860048204|X||||||
860048205|X||||||
860048206|X||||||
860048300|X||||||
860048400|X||||||
860048500|X||||||
860048600|X||||||
860048700|X||||||
860048800|X||||||
860048900|X||||||
860049000|X||||||
860049100|X||||||
860049200|X||||||
860049300|X||||||
860049400|X||||||
860049500|X||||||
860049600|X||||||
860049700|X||||||
860049800|X||||||
860049900|X||||||
860050000|X||||||
860050100|X||||||
860050200|X||||||
860050300|X||||||
860050400|X||||||
860050500|X||||||
860050700|X||||||
860050800|X||||||
860050900|X||||||
860051200|X||||||
860051300|X||||||
860051400|X||||||
860051500|X||||||
860051600|X||||||
860051700|X||||||
860051900|||X||||
860052000|X||||||
860052100|X||||||
860052200|X||||||
860052300|X||||||
860052301|X||||||
860052400|X||||||
860052500|X||||||
860052600|X||||||
860052700|X||||||
860052800|X||||||
860052900|X||||||
860053000|X||||||
860053100|X||||||
860053200|X||||||
860053300|X||||||
860053400|X||||||
860053600|||X||||
860053700|||X||||
860053900|X||||||
860054000|X||||||
860054300|X||||||
860054400|X||||||
860054500|X||||||
860054600|X||||||
860054700|X||||||
860054800|X||||||
860054900|X||||||
860055000|X||||||
860055100|X||||||
860055200|X||||||
860055300|X||||||
860055400|X||||||
860055500|X||||||
860055600|X||||||
860055700|X||||||
860055800|X||||||
860055900|X||||||
860056000|X||||||
860056100|X||||||
860056200|X||||||
860056300|X||||||
860056400|X||||||
860056500|X||||||
860056600|X|||||X|
860056700|X||||||
860056800|X||||||
860056900|X||||||
860057000|X||||||
860057100|X||||||
860057200|X||||||
860057300|X||||||
860057400|X||||||
860057500|X||||||
860057600|X||||||
860057700|X||||||
860057800|X||||||
860057900|X||||||
860058000|X||||||
860058100|X||||||
860058200|X||||||
860058300|X||||||
860058400|X||||||
860058500|X||||||
860058600|X||||||
860058700|X||||||
860058800|X||||||
860058900|X||||||
860059000|X||||||
860059100|X||||||
860059200|X||||||
860059300|X||||||
860059400|X||||||
860059500|X||||||
860059600|X||||||
860059700|X||||||
860059800|X||||||
860059900|X||||||
860060000|X||||||
860060100|X||||||
860060200|X||||||
860060300|X||||||
860060400|X||||||
860060500|||X||||
860060700|X||||||
860060800|X||||||
860060900|X||||||
860061000|X||||||
860061100|X||||||
860061200|X||||||
860061300|X||||||
860061400|X||||||
860061500|X||||||
860061600|X||||||
860061800|X||||||
860061900|X||||||
860062000|X||||||
860062100|X||||||
860062200|X||||||
860062300|X||||||
860062400|X||||||
860062500|X||||||
860062600|X||||||
860062700|X||||||
860062800|X||||||
860062900|X||||||
860063000|X||||||
860063100|X||||||
860063200|X||||||
860063300|X||||||
860063400|X||||||
860063500|X||||||
860063600|X||||||
860063700|X||||||
860063800|X||||||
860063900|X||||||
860064000|X||||||
860064100|X||||||
860064200|X||||||
860064201|X||||||
860064300|X||||||
860064400|X||X||||
860064500|X||||||
860064600|X||||||
860064700|X||||||
860064800|X||||||
860064900|X||||||
860065000|X||||||
860065200|X||||||
860065400|X||||||
860065500|X||||||
860065600|X||||||
860065700|X||||||
860065800|X||||||
860065900|X||||||
860066000|X||||||
860066100|X||||||
860066300|X||||||
860066400|X||||||
860066402|X||||||
860066403|X||||||
860066404|X||||||
860066405|X||||||
860066406|X||||||
860066407|X||||||
860066500|X||||||
860066600|||X||||
860066700|X||||||
860066800|X||||||
860066900|X||||||
860067000|X||||||
860067100|X||X||||
860067200|X||||||
860067300|X||||||
860067400|X||||||
860067600|X||||||
860067700|X||||||
860067800|X||||||
860067900|X||||||
860068000|X||||||
860068100|X||||||
860068300|X||||||
860068400|X||||||
860068500|X||||||
860068600|X||||||
860068700|X||||||
860068800|X||||||
860068900|X||||||
860069000|X||||||
860069100|X||||||
860069200|X||||||
860069400|X||||||
860069500|X||||||
860069600|X||||||
860069700|X||||||
860069800|X||||||
860070000|X||||||
860070100|X||||||
860070200|X||||||
860070300|X||||||
860070400|X||||||
860070600|X||||||
860070700|X||||||
860070800|X||||||
860070900|X||||||
860071000|X||||||
860071100|X||||||
860071200|X||||||
860071300|X||||||
860071400|X||||||
860071500|X||||||
860071600|X||||||
860071700|X||||||
860071800|X||||||
860071900|X||||||
860072000|X||||||
860072100|X||||||
860072200|X||||||
860072400|X||||||
860072500|X|||||X|
860072600|X||||||
860072700|X||||||
860072800|X||||||
860072900|X||||||
860073000|X||||||
860073100|X||||||
860073200|X||||||
860073300|X||||||
860073400|X||||||
860073500|X||||||
860073600|X||||||
860073700|X||||||
860073800|X||||||
860073900|X||||||
860074000|X||||||
860074100|X||||||
860074200|X||||||
860074300|X||||||
860074400|X||||||
860074500|||X||||
860074800|||X||||
860074900|X||||||
860075000|X||||||
860075100|X||||||
860075200|X||||||
860075300|X||||||
860075400|X||||||
860075500|X||||||
860075600|X||||||
860075800|X||||||
860075900|X||||||
860076000|X||||||
860076100|X||||||
860076200|X||||||
860076300|X||||||
860076400|X||||||
860076401|X||||||
860076500|X||||||
860076600|X||||||
860076700|X||||||
860076800|X||||||
860076801|X||||||
860076900|X||||||
860077000|X||||||
860077100|X||||||
860077200|X||||||
860077500|X||||||
860077600|X||||||
860077700|X||||||
860077800|X||||||
860077900|X||||||
860078000|X||||||
860078100|X||||||
860078200|X||||||
860078300|X||||||
860078400|X||||||
860078600|X||||||
860078700|X||||||
860078900|||X||||
860079100|X||||||
860079200|X||||||
860079300|X||||||
860079400|X||||||
860079500|X||||||
860079600|X||||||
860079700|X||||||
860079900|X||||||
860080000|X||||||
860080100|X||||||
860080200|X||||||
860080400|X||||||
860080500|X||||||
860080600|X||||||
860080700|X||||||
860080800|X||||||
860080900|X||||||
860081000|X||||||
860081100|X||||||
860081200|X||||||
860081300|X||||||
860081400|X||||||
860081500|X|||||X|
860081501|X||||||
860081700|X||||||
860081800|X||||||
860082000|X||||||
860082100|X|||||X|
860082200|X||||||
860082300|X||||||
860082400|X||||||
860082500|X||||||
860082600|X||||||
860082700|X||||||
860082800|X||||||
860082900|X||||||
860083000|X||||||
860083100|X||||||
860083200|X||||||
860083300|X||||||
860083400|X|||||X|
860083500|X||||||
860083600|X||||||
860083601|X||||||
860083700|X||||||
860083800|X||||||
860083900|X||||||
860084000|X||||||
860084100|X||||||
860084200|X||||||
860084300|X||||||
860084400|X||||||
860084500|X||||||
860084600|X||||||
860084700|X||||||
860084800|X||||||
860084900|X||||||
860085000|X||||||
860085100|X||||||
860085200|X||||||
860085300|X||||||
860085400|X||||||
860085500|X||||||
860085600|X||||||
860085900|X||||||
860086000|X||||||
860086200|X||||||
860086500|X||||||
860086600|X||||||
860086700|X||||||
860086800|X||||||
860086900|X||||||
860087000|X||||||
860087100|X||||||
860087200|X||||||
860087300|X||||||
860087400|X||||||
860087500|X||||||
860087600|||X||||
860087700|X||||||
860087800|X||||||
860087900|X||||||
860088100|||X||||
860088200|X||||||
860088201|X||||||
860088202|X||||||
860088203|X||||||
860088204|X||||||
860088300|||X||||
860088301|||X||||
860088400|X||||||
860088700|X||||||
860088800|X||||||
860088900|X||||||
860089000|X||||||
860089100|X||||||
860089200|X||||||
860089300|X||||||
860089400|X||||||
860089500|||X||||X
860089600|X||||||
860089700|X||||||
860089800|X||||||
860090000|X||||||
860090100|||X||||
860090200|||X||||
860090300|||X||||
860090500|X||||||
860090600|X||||||
860090700|X||||||
860090800|X||||||
860090900|X||||||
860091000|X||||||
860091100|X||||||
860091200|X||||||
860091300|X||||||
860091400|X||||||
860091500|X||||||
860091600|X||||||
860091700|X||||||
860091800|X||||||
860091900|X||||||
860092000|X||||||
860092100|X||||||
860092200|X||||||
860092300|X||||||
860092400|X||||||
860092500|X||||||
860092600|X||||||
860092700|X||||||
860092800|X||||||
860092900|X||||||
860093000|X||||||
860093100|X||||||
860093200|X||||||
860093300|X||||||
860093400|X||||||
860093500|X||||||
860093600|X||||||
860093700|||X||||
860093701|||X||||
860093800|||X||||
860093900|X||||||
860094000|X||||||
860094100|X||||||
860094200|X||||||
860094300|X||||||
860094400|X||||||
860094500|X||||||
860094600|X||||||
860094700|X||||||
860094900|X||||||
860095000|X||||||
860095100|X||||||
860095200|X||||||
860095300|X||||||
860095500|X||||||
860095600|X||||||
860095700|X||||||
860095800|X||||||
860095900|X||||||
860096000|X||||||
860096100|X||||||
860096200|X||||||
860096300|X||||||
860096400|X||X||||
860096500|X||||||
860096600|X||||||
860096700|||X||||
860096800|X||||||
860096900|X||||||
860097000|X||||||
860097100|X||||||
860097200|X||||||
860097300|X||||||
860097400|X||||||
860097500|X||||||
860097600|X||||||
860097700|X||||||
860098300|||X||||
860098400|||X||||
860098700|X||||||
860098800|X||||||
860098900|X||||||
860099000|X||||||
860099100|X||||||
860099200|X||||||
860099300|X||||||
860099400|||X||||
860099500|X||||||
860099600|X||||||
860099700|X||||||
860099800|X||||||
860099900|X||||||
860100000|X||||||
860100100|X||||||
860100300|||X||||
860100400|X||||||
860100500|X||||||
860100600|X||||||
860100700|X||||||
860100800|X||||||
860100900|X||||||
860101000|X||||||
860101100|X||||||
860101200|X||||||
860101300|X||||||
860101400|X||||||
860101500|X||||||
860101600|X||||||
860101700|X||||||
860101800|X||||||
860101900|X||||||
860102000|X||||||
860102100|X||X||||
860102101|X||||||
860102102|X||||||
860102103|X||||||
860102104|X||||||
860102108|X||||||
860102109|X||||||
860102110|X||||||
860102112|X||||||
860102300|X||||||
860102400|X||||||
860102500|X||||||
860102600|X||||||
860102700|X||||||
860102800|X||||||
860103000|X||||||
860103100|X||||||
860103200|X||||||
860103300|X||||||
860103400|X||||||
860103500|X||||||
860103700|X||||||
860103800|X||||||
860103900|X||||||
860104000|X||||||
860104100|X||||||
860104200|X||||||
860104300|X||||||
860104400|X||||||
860104500|X||||||
860104600|X||||||
860104700|X||||||
860104800|X||||||
860105100|||X||||
860105200|X||||||
860105300|||X||||
860105500|X||||||
860106100|||X||||
860106500|X||||||
860106600|X||||||
860106700|X||||||
860106800|X||||||
860106900|X||||||
860107000|X||||||
860107200|X||||||
860107300|X||||||
860107400|X||||||
860107500|X||||||
860107600|X||||||
860107700|X||||||
860107800|X||||||
860107801|X||||||
860107802|X||||||
860107804|X||||||
860107805|X||||||
860107900|X||||||
860108000|X||||||
860108100|X||||||
860108200|X||||||
860108300|X||||||
860108400|X||||||
860108500|X||||||
860108700|X||||||
860108800|X||||||
860108900|X||||||
860109000|X||||||
860109100|X||||||
860109200|X||||||
860109300|X||||||
860109400|X||||||
860109500|X||||||
860109600|X||||||
860109700|X||||||
860109800|X||||||
860109900|X||||||
860110000|X||||||
860110200|X||||||
860110300|X||||||
860110400|X||||||
860110600|X||||||
860110700|X||||||
860110800|X||X||||
860110900|X||||||
860111000|X||||||
860111100|X||||||
860111200|X||||||
860111300|X||||||
860111400|X||||||
860111500|||X||||
860111600|X||X||||
860111700|X||X||||
860111800|X||||||
860111900|X||X||||
860112000|X||||||
860112100|X||||||
860112200|X||||||
860112300|X||||||
860112400|||X||||
860112500||X|||||
860112600|X||||||
860112700|X||||||
860112800|||X||||
860112900|X||||||
860113000|X||||||
860113100|X||||||
860113200|X||||||
860113300|X||||||
860113400|X||||||
860113500|X||||||
860113600|X||||||
860113700|X||||||
860113800|X||||||
860113900|||X||||
860114000|||X||||
860114100|X||||||
860114200|X||||||
860114300|X||||||
860114400|X||||||
860114500|X||||||
860114600|X||||||
860114700|X||||||
860114800|X||||||
860114900|||X||||
860115000|||X||||
860115200|X||||||
860115300|X||||||
860115400|X||||||
860115500|X||||||
860115700|X||||||
860115800|X||||||
860115900|X||||||
860116000|X||||||
860116100||X|||||
860116200|||X||||X
860116300|X||||||
860116400|X||||||
860116500|X||||||
860116600|X||X||||
860116700|X||||||
860116800|||X||||
860116900|X||||||
860117000|X||||||
860117200|X||||||
860117300|X||||||
860117400|X||||||
860117600|X||||||
860117700|X||||||
860117800|X||||||
860117900|X||||||
860118000|X||||||
860118100|X||||||
860118200|X||||||
860118300|X||X||||
860118400|X||||||
860118500|X||||||
860118600|X||||||
860118700|X||||||
860118800|X||||||
860118900|X||||||
860119000|X||||||
860119100|X||||||
860119200|X||||||
860119300|X||||||
860119400|X||||||
860119500|X||||||
860119600|X||||||
860119700|X||||||
860119800|X||||||
860119900|X||||||
860120000|X||X||||
860120100|X||||||
860120200|X||||||
860120300|X||||||
860120400|X||||||
860120401|X||||||
860120402|X||||||
860120403|X||||||
860120404|X||||||
860120405|X||||||
860120406|X||||||
860120500|X||||||
860120600|X||||||
860120700|X||||||
860120800|X||||||
860120900|X||||||
860121000|X||||||
860121100|X||||||
860121200|X||||||
860121300|X||||||
860121400||X|||||
860121401||X|||||
860121500|X||||||
860121600|X||||||
860121700|X||||||
860121800|X||||||
860121900|X||||||
860122000|X||||||
860122100|X||||||
860122200|X||||||
860122300|X||||||
860122400|X||||||
860122500|X||||||
860122600|X||||||
860122700|X||||||
860122800|||X||||
860123100|X||||||
860123300|X||||||
860123400|X||||||
860123500|||X||||
860123600|X||||||
860123800|X||||||
860124000|X||||||
860124100|X|||X|||
860124200|X||||||
860124300|X||||||
860124400|X||||||
860124500|X||||||
860124600|X||||||
860124700|X||||||
860124800|X||||||
860124900|X||||||
860125000|X||||||
860125100|X||||||
860125200|X||||||
860125300|X||||||
860125400|X||||||
860125500|X||||||
860125600|X||||||
860125700|X|||X|||
860125800|X||||||
860125900|X|||X|||
860126000|X||X||||
860126100|X||||||
860126200|X||||||
860126300|X||||||
860126400|X||||||
860126500|X||||||
860126501|X||||||
860126600|X||||||
860126700|X||||||
860126800|X||||||
860126900|X||||||
860127000|X||||||
860127100|X||||||
860127200|X||||||
860127300|X||||||
860127400|X||||||
860127500|X||||||
860127600|X||||||
860127700|||X||||
860127800|X||||||
860127900|X||||||
860128300|X||||||
860128400||X|||||
860128500|X||||||
860128600|X||||||
860128700|X||||||
860128800|X||||||
860128900|X||||||
860129000|X||||||
860129100|||X||||
860129200|||X||||
860129300|||X||||X
860129400|||||X||
860129500|X||||||
860129600||X|||||
860129700|X||||||
860129800|X||||||
860129900|X||||||
860130100|X||||||
860130200|X||||||
860130300|X||||||
860130400|X||||||
860130500|X||||||
860130600|X||||||
860130700|X||||||
860130800|X||||||
860130801|X||||||
860130802|X||||||
860130803|X||||||
860130804|X||||||
860130807|X||||||
860130810|X||||||
860130900|X||||||
860131000|X||||||
860131100|X||||||
860131200|X||||||
860131300|X||||||
860131400|X||||||
860131500|X||||||
860131502|X||||||
860131503|X||||||
860131504|X||||||
860131505|X||||||
860131600|X||||||
860131700|X||||||
860131800|X||||||
860131900|X||||||
860132000|X||||||
860132100|X||||||
860132300|X||||||
860132400|X||||||
860132500|X||||||
860132600|X||||||
860132700|X||||||
860132800|X||||||
860132900|X||||||
860133000|||X||||
860133100|X||||||
860133300|X||||||
860133400|X||||||
860133500|X|||X|||
860133600|X||||||
860133601|X||||||
860133602|X||||||
860133603|X||||||
860133604|X||||||
860133700|X||||||
860133800|X||||||
860133900|X||||||
860134000|X||||||
860134100|X||||||
860134200|X||||||
860134300|X||||||
860134400|X||X||||
860134500|X||||||
860134600|X||||||
860134700|X||||||
860134800|||X||||
860134900|X||||||
860135100|||X||||
860135200|X||||||
860135300|X||||||
860135400|X||||||
860135500|X||||||
860135600|X||||||
860135700|X||||||
860135800|X||||||
860135900|X||||||
860136000|X||||||
860136100|X||||||
860136200|X||||||
860136300|X||||||
860136400|X||||||
860136500|X||||||
860136600|X||||||
860136700|X||||||
860136800|X||||||
860136900|X||||||
860137000|X||||||
860137100|||X||||
860137200|X||||||
860137300|X||||||
860137400|X|||||X|
860137500|X||||||
860137600|X||||||
860137700|X||||||
860137800|X||||||
860137900|X||||||
860138000|X||||||
860138100|X||||||
860138200|X||||||
860138300|X||||||
860138400|X||||||
860138500|X||||||
860138600|X||||||
860138700|X||||||
860138800|X||||||
860138900|X||||||
860139000|X||||||
860139100|X||||||
860139200|X||||||
860139300|||X||||
860139400|X||||||
860139500|X||X||||
860139600|X||||||
860139700|X||X||||
860139800|X||||||
860139900|X||||||
860140000|X||||||
860140100|X||||||
860140300|X||||||
860140400|X||||||
860140500|X||||||
860140600|X||||||
860140601|X||||||
860140700|X||||||
860140800|X||||||
860140900|X|||||X|
860141000|X||||||
860141100|X||||||
860141200|X||||||
860141300|X||||||
860141400|X||||||
860141401|X||||||
860141500|X||||||
860141600|X||||||
860141700|X||||||
